height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
188,85,1,3,57.0,72.0,59.0,58.0,26.0,75.0,59,77,60,59,43,48,42,79,63,66,ST
182,76,1,3,69.0,69.0,68.0,70.0,38.0,64.0,66,48,70,68,63,73,70,55,45,62,CF
177,67,1,3,72.0,56.0,67.0,73.0,53.0,52.0,58,19,67,59,69,84,80,74,63,50,CM
173,75,1,3,66.0,57.0,62.0,69.0,63.0,77.0,52,47,39,55,67,78,78,78,82,44,CDM
182,81,1,2,69.0,56.0,65.0,65.0,66.0,78.0,64,58,58,61,65,72,70,85,65,51,CDM
182,83,1,2,36.0,66.0,67.0,67.0,69.0,71.0,65,67,70,61,66,61,63,73,69,69,CDM
181,76,1,3,66.0,69.0,62.0,68.0,42.0,68.0,46,77,66,50,67,63,70,70,80,69,ST
186,80,0,2,57.0,43.0,67.0,68.0,70.0,69.0,61,69,65,52,69,66,65,72,62,49,CB
178,71,1,3,78.0,68.0,51.0,68.0,30.0,69.0,45,69,38,35,45,84,81,80,42,70,ST
180,70,0,3,71.0,64.0,66.0,70.0,62.0,75.0,70,67,67,61,62,75,73,68,88,65,LM
191,85,1,2,56.0,58.0,57.0,57.0,67.0,81.0,57,71,58,52,58,61,56,70,80,58,CB
169,64,0,3,86.0,60.0,62.0,71.0,51.0,53.0,58,47,54,50,58,80,81,72,33,58,LM
173,65,1,3,86.0,64.0,69.0,72.0,32.0,45.0,70,47,73,70,66,91,75,78,44,73,LM
194,96,0,3,65.0,69.0,48.0,64.0,26.0,75.0,38,68,49,58,38,51,33,34,71,71,ST
181,71,0,4,83.0,63.0,61.0,71.0,39.0,66.0,65,53,61,64,50,80,63,59,61,53,LW
178,72,1,3,68.0,59.0,65.0,69.0,68.0,70.0,58,67,64,59,68,69,68,68,64,61,CDM
180,82,1,3,72.0,68.0,69.0,70.0,57.0,72.0,68,53,71,68,67,74,77,68,72,61,LM
188,82,1,2,58.0,39.0,52.0,53.0,70.0,74.0,48,69,51,49,56,47,49,62,74,55,CB
175,65,1,3,61.0,63.0,69.0,67.0,61.0,74.0,65,35,69,68,71,72,70,77,68,56,CDM
188,82,1,3,64.0,67.0,63.0,70.0,43.0,72.0,56,73,67,62,57,70,66,81,69,64,ST
175,70,0,3,76.0,64.0,69.0,68.0,60.0,68.0,75,54,69,59,67,79,76,76,83,60,LB
180,76,0,3,51.0,66.0,73.0,63.0,56.0,71.0,70,52,71,74,74,61,64,69,65,60,CM
189,75,1,2,52.0,56.0,64.0,60.0,70.0,73.0,66,76,61,63,65,56,60,65,75,52,CDM
187,82,0,2,67.0,44.0,62.0,60.0,66.0,77.0,65,63,64,62,63,60,52,62,78,41,LB
192,84,0,2,65.0,56.0,62.0,59.0,69.0,70.0,55,69,52,54,70,54,56,76,64,34,CB
185,86,1,2,31.0,29.0,44.0,42.0,70.0,75.0,21,76,49,31,53,27,28,62,74,42,CB
182,67,1,3,62.0,62.0,64.0,67.0,68.0,73.0,45,65,67,66,68,64,70,74,68,56,CM
191,73,1,2,53.0,48.0,59.0,62.0,69.0,73.0,61,70,33,31,63,60,64,68,69,42,CB
192,86,1,3,66.0,70.0,62.0,65.0,40.0,75.0,63,71,64,44,56,65,65,68,60,70,ST
174,70,1,3,79.0,70.0,65.0,72.0,33.0,62.0,65,58,71,59,52,77,76,79,58,62,ST
188,86,1,3,58.0,70.0,57.0,63.0,32.0,71.0,57,75,50,47,45,57,57,69,72,65,ST
190,81,1,3,54.0,67.0,35.0,61.0,30.0,79.0,30,80,32,30,22,48,33,85,72,62,ST
180,74,1,3,47.0,62.0,69.0,68.0,68.0,67.0,67,65,68,65,70,68,70,55,67,58,CM
192,88,1,2,32.0,35.0,50.0,52.0,71.0,73.0,41,73,28,29,59,51,53,43,74,64,CB
177,65,1,5,84.0,60.0,63.0,73.0,38.0,57.0,65,59,61,53,59,87,78,74,61,61,RM
173,64,1,4,73.0,65.0,68.0,74.0,39.0,61.0,71,48,70,67,63,88,80,56,63,52,CAM
177,72,1,3,82.0,66.0,66.0,72.0,49.0,55.0,76,36,78,69,59,86,83,78,61,46,LM
181,76,1,3,76.0,65.0,67.0,71.0,58.0,69.0,56,44,74,59,67,82,77,39,71,53,CM
187,86,1,2,57.0,70.0,56.0,64.0,39.0,80.0,53,73,51,61,53,62,51,73,81,65,ST
182,65,1,4,86.0,58.0,63.0,74.0,44.0,53.0,67,54,66,53,57,90,73,43,54,31,LW
186,83,1,3,60.0,70.0,58.0,67.0,41.0,72.0,54,72,49,54,58,56,44,78,47,65,ST
177,72,1,3,80.0,56.0,62.0,67.0,67.0,69.0,60,63,47,42,62,77,77,74,69,51,RWB
170,63,0,3,77.0,62.0,64.0,70.0,65.0,68.0,69,54,72,55,66,84,87,75,80,47,LB
188,91,1,2,56.0,42.0,58.0,57.0,67.0,80.0,58,65,56,43,57,47,50,78,69,42,CB
176,77,1,3,79.0,69.0,67.0,72.0,47.0,74.0,71,41,74,71,64,82,77,43,65,67,CAM
178,73,1,4,69.0,67.0,65.0,75.0,28.0,58.0,65,41,76,65,56,83,86,70,46,60,RM
183,77,1,4,64.0,70.0,66.0,67.0,33.0,75.0,64,69,70,70,61,73,54,81,73,74,ST
181,78,0,4,79.0,66.0,63.0,70.0,23.0,67.0,67,56,56,45,57,83,67,71,54,65,RM
192,80,1,2,67.0,66.0,61.0,65.0,65.0,80.0,40,64,54,52,68,65,52,33,77,58,CM
185,71,0,3,66.0,60.0,71.0,70.0,61.0,70.0,72,57,70,63,71,66,69,49,54,63,CM
182,73,1,4,80.0,63.0,65.0,71.0,27.0,51.0,71,34,74,71,59,72,71,64,43,64,RM
169,65,1,3,69.0,68.0,70.0,72.0,57.0,58.0,63,49,69,69,69,81,83,73,71,61,CM
184,77,1,2,77.0,38.0,50.0,52.0,68.0,77.0,34,67,28,38,58,76,60,86,68,32,CB
188,80,1,2,64.0,43.0,59.0,50.0,68.0,77.0,55,68,51,43,65,59,57,75,66,45,CB
188,81,0,2,67.0,52.0,60.0,60.0,69.0,76.0,61,70,48,61,61,71,52,61,71,45,CB
185,87,0,2,47.0,28.0,53.0,59.0,70.0,74.0,40,72,37,20,62,54,53,53,63,35,CB
183,76,1,2,56.0,22.0,46.0,52.0,69.0,79.0,42,67,27,24,51,66,63,82,73,33,CB
187,85,0,2,50.0,35.0,57.0,51.0,70.0,76.0,42,69,35,26,66,55,65,75,53,46,CB
185,75,0,2,66.0,46.0,57.0,61.0,67.0,76.0,56,67,36,32,64,60,53,87,68,47,CB
175,67,0,3,66.0,58.0,67.0,67.0,67.0,63.0,69,58,70,66,66,73,75,76,66,65,LB
180,76,1,3,65.0,72.0,63.0,66.0,26.0,70.0,64,67,59,65,50,74,75,82,54,66,ST
183,80,1,2,70.0,41.0,58.0,65.0,70.0,67.0,61,72,41,44,62,69,71,75,69,45,RB
180,79,1,2,62.0,65.0,59.0,62.0,69.0,76.0,44,65,42,52,65,66,72,79,83,64,CDM
184,82,1,2,70.0,52.0,59.0,61.0,68.0,75.0,52,70,60,35,63,66,56,72,80,49,CB
184,78,1,2,72.0,53.0,62.0,62.0,62.0,75.0,72,55,69,63,54,60,63,65,77,46,RB
174,70,0,3,69.0,64.0,71.0,71.0,65.0,68.0,73,52,71,69,67,74,85,38,74,66,CM
186,80,1,3,45.0,73.0,56.0,64.0,35.0,75.0,45,73,59,54,51,58,53,80,74,85,ST
182,76,1,3,36.0,56.0,66.0,66.0,67.0,69.0,61,65,64,42,70,59,56,62,65,49,CDM
191,71,1,2,61.0,39.0,48.0,46.0,69.0,70.0,27,71,30,31,52,55,44,82,63,45,CB
181,71,0,2,73.0,55.0,68.0,62.0,62.0,74.0,72,59,73,76,70,71,71,73,62,68,LB
180,70,1,3,74.0,51.0,59.0,65.0,64.0,64.0,65,50,47,39,56,71,69,63,61,50,RWB
187,92,0,3,69.0,66.0,67.0,68.0,33.0,79.0,71,70,51,67,61,67,51,62,75,68,ST
181,76,1,3,83.0,69.0,62.0,69.0,39.0,64.0,63,69,59,45,58,74,68,66,59,67,RW
181,76,1,3,64.0,63.0,73.0,74.0,49.0,43.0,72,48,78,65,72,70,76,53,48,64,CM
171,68,1,2,62.0,54.0,60.0,66.0,69.0,74.0,47,62,56,45,64,80,85,94,73,48,CDM
191,85,1,2,35.0,33.0,42.0,44.0,68.0,82.0,36,69,30,29,51,38,39,84,70,34,CB
176,76,1,3,68.0,63.0,61.0,69.0,67.0,72.0,51,59,49,46,65,73,76,84,76,52,CDM
171,62,1,3,66.0,68.0,71.0,72.0,46.0,47.0,70,42,75,75,68,77,86,48,67,66,CAM
173,74,1,3,84.0,66.0,60.0,70.0,34.0,72.0,60,56,55,51,54,79,81,68,57,66,ST
185,80,1,2,70.0,36.0,44.0,57.0,68.0,79.0,38,69,31,29,45,68,52,83,70,45,CB
183,72,1,2,50.0,32.0,52.0,59.0,70.0,64.0,47,67,34,35,56,67,66,84,66,45,CB
180,76,1,3,66.0,31.0,62.0,64.0,68.0,71.0,68,65,47,47,62,67,69,70,72,57,RB
170,74,1,3,82.0,50.0,63.0,67.0,64.0,76.0,68,59,73,41,60,77,79,74,79,49,RB
190,76,1,2,62.0,40.0,45.0,52.0,70.0,74.0,34,81,25,22,57,41,40,72,66,42,CB
181,75,1,3,53.0,59.0,71.0,68.0,67.0,66.0,67,46,69,69,73,71,64,53,61,63,CM
175,75,1,3,68.0,49.0,66.0,69.0,66.0,67.0,69,57,65,57,67,73,68,77,68,49,RB
194,84,1,3,52.0,50.0,65.0,63.0,70.0,73.0,54,70,62,48,72,44,46,66,62,46,CB
185,79,1,2,38.0,42.0,62.0,57.0,67.0,78.0,49,68,58,30,70,32,51,65,79,64,CB
188,75,1,2,67.0,37.0,60.0,61.0,67.0,73.0,71,66,60,32,62,65,67,72,72,41,RB
193,90,1,2,48.0,47.0,57.0,52.0,67.0,82.0,56,71,67,68,62,34,33,79,71,54,CB
180,80,1,3,73.0,60.0,67.0,68.0,63.0,76.0,56,46,55,56,68,79,70,64,62,55,CM
187,85,1,2,66.0,53.0,56.0,45.0,68.0,74.0,43,68,36,42,71,59,60,81,74,54,CB
185,78,1,3,74.0,71.0,60.0,67.0,22.0,77.0,68,68,65,40,51,71,63,85,66,69,ST
188,75,0,2,58.0,28.0,54.0,60.0,68.0,77.0,58,68,26,24,58,55,56,73,64,34,CB
180,76,1,3,75.0,73.0,63.0,67.0,27.0,67.0,58,60,61,67,59,72,65,73,46,66,ST
181,75,1,3,65.0,63.0,69.0,70.0,64.0,74.0,68,66,69,68,69,77,71,78,71,49,CM
180,79,0,3,51.0,69.0,72.0,68.0,51.0,81.0,67,57,72,68,68,61,78,66,79,72,CAM
183,73,1,3,72.0,54.0,60.0,63.0,67.0,75.0,52,48,48,47,61,74,66,65,70,40,CDM
180,72,1,3,68.0,64.0,66.0,68.0,71.0,74.0,67,67,57,50,69,71,73,80,72,66,CM
185,78,0,2,63.0,43.0,58.0,61.0,68.0,70.0,67,62,57,29,57,56,69,75,59,39,LWB
188,78,1,2,62.0,29.0,54.0,53.0,69.0,68.0,42,66,28,29,63,64,54,82,65,36,CB
173,70,1,3,84.0,60.0,61.0,71.0,30.0,45.0,73,30,58,39,56,80,83,61,37,48,RM
179,78,1,3,65.0,57.0,68.0,68.0,65.0,78.0,68,61,75,71,66,76,83,87,68,64,CDM
172,63,1,2,66.0,41.0,62.0,65.0,67.0,71.0,53,61,68,64,58,72,76,71,77,50,CDM
190,87,1,2,42.0,30.0,45.0,42.0,69.0,75.0,35,72,21,21,54,42,42,79,71,28,CB
184,77,1,2,62.0,41.0,58.0,51.0,70.0,72.0,56,69,54,29,61,62,54,76,64,34,CB
183,81,1,2,43.0,36.0,46.0,50.0,69.0,67.0,31,73,35,34,51,46,42,65,71,52,CB
185,79,1,2,64.0,44.0,56.0,65.0,70.0,74.0,47,65,44,35,66,69,60,82,74,46,CDM
187,85,0,2,50.0,27.0,57.0,63.0,70.0,72.0,44,69,24,28,69,57,53,59,72,35,CB
183,83,0,3,78.0,70.0,58.0,66.0,29.0,75.0,62,70,55,54,49,75,79,81,74,70,ST
183,87,1,3,67.0,69.0,66.0,70.0,27.0,71.0,60,68,65,49,65,63,49,35,45,61,CAM
182,72,1,2,63.0,52.0,58.0,64.0,68.0,75.0,66,51,59,42,55,69,64,55,68,43,RB
175,74,0,3,70.0,64.0,69.0,69.0,59.0,70.0,68,51,63,66,67,80,79,83,73,54,LM
185,80,1,2,64.0,70.0,55.0,63.0,40.0,69.0,57,73,56,47,55,36,36,53,47,58,ST
173,73,1,3,47.0,70.0,71.0,72.0,56.0,65.0,70,47,83,70,69,80,82,52,63,60,CM
186,78,1,2,64.0,56.0,63.0,64.0,65.0,76.0,59,59,61,50,64,67,65,60,72,60,CDM
183,78,0,3,76.0,68.0,69.0,69.0,66.0,74.0,67,50,69,68,68,81,72,56,75,60,CM
182,75,0,3,66.0,52.0,64.0,65.0,66.0,74.0,68,60,65,69,62,67,67,83,71,54,LB
187,76,1,3,70.0,66.0,62.0,62.0,66.0,83.0,70,78,48,32,62,63,59,93,85,46,ST
182,76,1,3,73.0,65.0,70.0,70.0,61.0,70.0,66,55,66,71,71,74,72,65,70,55,CM
173,68,1,3,82.0,61.0,64.0,72.0,40.0,56.0,65,47,68,64,60,86,82,60,40,48,LW
187,80,1,2,45.0,32.0,46.0,43.0,69.0,80.0,30,66,34,35,57,29,31,63,77,43,CB
185,76,0,2,54.0,32.0,65.0,62.0,70.0,69.0,71,70,67,66,67,61,67,75,71,52,CB
180,83,1,3,61.0,68.0,69.0,70.0,62.0,75.0,67,53,67,68,68,73,73,69,65,69,CM
185,72,1,2,66.0,36.0,54.0,60.0,68.0,78.0,45,70,44,30,62,68,64,83,76,39,CB
184,76,1,2,62.0,61.0,64.0,62.0,68.0,69.0,58,67,64,55,73,66,62,70,67,48,CDM
175,68,0,2,41.0,55.0,63.0,63.0,64.0,70.0,59,41,45,51,71,69,79,78,75,61,CDM
181,82,1,3,48.0,62.0,67.0,70.0,61.0,73.0,64,45,64,56,68,71,76,65,64,63,CDM
184,82,1,3,65.0,70.0,58.0,68.0,22.0,67.0,46,68,65,48,52,75,54,68,33,74,ST
184,78,0,3,71.0,61.0,66.0,67.0,62.0,73.0,71,58,72,69,62,65,65,72,73,52,LB
177,68,1,2,78.0,54.0,59.0,65.0,61.0,68.0,69,53,41,27,49,77,75,80,72,39,RB
176,73,1,3,77.0,68.0,67.0,69.0,52.0,70.0,67,58,68,67,64,71,71,83,68,67,RW
188,84,1,2,59.0,30.0,47.0,54.0,67.0,77.0,34,70,24,29,55,48,48,74,89,36,CB
188,82,1,2,71.0,30.0,42.0,45.0,69.0,77.0,22,69,35,33,52,54,49,53,72,36,CB
180,75,1,2,75.0,48.0,62.0,66.0,68.0,81.0,62,58,55,53,68,74,66,71,75,31,CB
173,71,1,3,75.0,69.0,65.0,72.0,29.0,57.0,64,62,59,38,65,80,85,63,44,60,ST
171,61,0,3,70.0,62.0,69.0,72.0,44.0,51.0,63,47,69,59,61,78,80,61,65,57,RM
180,68,1,2,84.0,68.0,55.0,70.0,22.0,67.0,52,61,49,30,50,87,78,80,39,67,ST
179,65,1,3,89.0,60.0,64.0,69.0,34.0,55.0,65,44,64,59,53,85,72,66,47,53,RW
182,83,1,3,46.0,58.0,62.0,62.0,67.0,71.0,51,62,45,37,64,60,63,61,67,47,CDM
174,66,1,3,79.0,54.0,58.0,67.0,64.0,75.0,65,55,59,48,55,72,75,85,73,57,RB
177,73,1,3,42.0,55.0,66.0,71.0,65.0,68.0,61,47,61,37,68,71,65,66,64,33,CM
174,71,1,3,79.0,71.0,65.0,69.0,28.0,69.0,65,67,64,74,63,74,71,75,58,67,LM
183,79,1,3,64.0,73.0,55.0,64.0,50.0,79.0,33,69,50,40,54,70,72,74,62,65,ST
163,64,1,3,74.0,58.0,67.0,71.0,65.0,71.0,65,52,60,57,70,75,85,71,71,48,CM
187,81,1,2,53.0,45.0,64.0,58.0,69.0,76.0,61,65,49,54,68,56,57,79,72,56,CDM
186,80,1,2,58.0,30.0,53.0,45.0,67.0,79.0,59,68,39,33,65,33,38,82,80,36,CB
183,77,1,3,79.0,61.0,67.0,74.0,58.0,65.0,61,59,63,50,68,80,75,32,59,50,CM
178,73,1,3,79.0,67.0,62.0,70.0,33.0,61.0,64,37,64,60,50,76,72,48,43,58,LW
188,78,1,3,73.0,69.0,44.0,67.0,29.0,69.0,23,74,44,23,38,75,56,71,65,52,ST
193,75,1,3,69.0,69.0,56.0,65.0,45.0,74.0,63,74,54,43,48,59,52,75,70,60,ST
168,65,1,3,80.0,58.0,66.0,73.0,52.0,48.0,67,53,58,48,63,85,92,61,54,54,RW
185,77,1,2,58.0,46.0,42.0,51.0,70.0,74.0,23,79,45,72,49,52,38,45,67,38,CB
182,72,0,2,77.0,39.0,59.0,60.0,64.0,74.0,66,61,27,26,56,65,57,73,72,39,LB
175,75,0,2,76.0,40.0,59.0,58.0,62.0,74.0,68,54,31,45,51,79,70,80,70,55,LB
177,77,1,2,58.0,45.0,64.0,65.0,63.0,75.0,55,62,59,60,68,70,69,76,74,36,CDM
178,73,1,2,64.0,51.0,60.0,66.0,68.0,68.0,45,67,40,31,69,68,70,72,82,37,CDM
181,78,1,2,37.0,40.0,49.0,55.0,70.0,75.0,22,71,31,22,61,59,61,82,68,32,CB
181,77,1,2,70.0,40.0,57.0,62.0,66.0,79.0,47,61,39,35,61,70,71,34,71,37,CDM
177,76,1,3,69.0,65.0,73.0,69.0,48.0,72.0,68,38,73,67,72,80,69,73,44,68,CM
179,74,1,3,53.0,51.0,63.0,67.0,64.0,77.0,47,57,57,47,68,68,64,72,75,52,CDM
180,78,1,3,74.0,72.0,47.0,67.0,29.0,59.0,25,70,36,29,54,74,60,59,29,66,ST
170,70,0,3,73.0,50.0,68.0,65.0,67.0,69.0,69,61,55,62,70,71,73,70,77,61,LB
175,69,1,3,68.0,59.0,62.0,67.0,62.0,62.0,44,36,47,39,70,64,66,41,55,39,CM
182,81,1,2,67.0,54.0,64.0,66.0,66.0,81.0,62,62,63,59,66,65,67,70,80,48,CDM
170,68,1,3,86.0,63.0,61.0,72.0,47.0,55.0,65,57,37,37,62,86,78,73,58,40,LM
178,78,0,3,76.0,67.0,63.0,70.0,43.0,70.0,61,67,65,45,62,78,67,70,55,81,ST
190,81,0,2,66.0,36.0,59.0,60.0,69.0,74.0,63,72,65,71,64,67,56,81,69,38,CB
180,72,0,3,79.0,60.0,64.0,73.0,63.0,73.0,67,67,71,57,59,77,73,83,77,41,LB
183,83,1,2,63.0,38.0,52.0,56.0,68.0,79.0,52,73,44,37,55,65,63,89,60,49,CB
177,74,1,3,84.0,50.0,68.0,70.0,58.0,73.0,63,65,56,41,69,76,77,63,69,46,CM
179,75,1,3,67.0,60.0,65.0,70.0,65.0,79.0,55,59,71,47,71,69,65,76,81,49,CM
185,72,1,3,81.0,67.0,61.0,68.0,33.0,67.0,61,62,64,35,61,74,50,58,59,56,RM
178,70,1,3,74.0,61.0,66.0,67.0,66.0,75.0,59,64,62,40,63,73,72,79,74,49,CM
183,70,1,2,61.0,39.0,51.0,51.0,68.0,74.0,34,71,38,30,64,65,69,90,74,37,CB
180,64,1,3,80.0,65.0,52.0,68.0,30.0,60.0,48,68,60,30,53,71,67,52,44,65,ST
180,67,0,2,73.0,41.0,61.0,63.0,64.0,68.0,67,62,65,63,59,62,65,72,61,36,LB
183,79,1,3,78.0,64.0,64.0,70.0,32.0,61.0,70,48,56,57,60,71,64,80,47,59,RW
184,85,1,3,74.0,67.0,58.0,69.0,31.0,73.0,65,61,52,48,45,63,59,66,67,58,ST
184,73,1,2,63.0,32.0,54.0,61.0,71.0,76.0,43,70,32,28,60,60,57,81,73,29,CDM
169,66,1,3,85.0,68.0,61.0,81.0,35.0,45.0,53,53,65,70,64,92,91,49,44,70,ST
179,77,1,3,65.0,68.0,68.0,70.0,31.0,62.0,68,40,61,59,69,68,68,47,50,65,CAM
186,73,1,2,58.0,71.0,56.0,62.0,27.0,66.0,48,75,64,66,41,65,61,72,44,78,ST
181,75,0,3,78.0,60.0,61.0,64.0,64.0,79.0,63,70,62,42,62,68,73,88,80,52,LWB
177,70,1,3,54.0,48.0,63.0,65.0,68.0,63.0,70,59,41,42,68,70,75,83,71,48,RWB
174,70,1,4,88.0,62.0,66.0,69.0,46.0,64.0,65,52,69,70,60,83,81,74,55,69,LM
182,72,1,2,71.0,61.0,60.0,57.0,65.0,70.0,64,58,49,50,59,62,70,65,63,58,RB
180,84,1,3,86.0,65.0,58.0,69.0,36.0,61.0,63,62,42,48,45,70,68,44,33,58,RW
181,72,1,3,85.0,61.0,61.0,71.0,52.0,71.0,65,40,68,47,52,80,78,78,68,49,RW
179,66,1,3,73.0,72.0,67.0,68.0,53.0,65.0,66,45,70,65,65,75,68,57,45,70,RM
184,77,1,2,65.0,59.0,61.0,65.0,67.0,72.0,75,64,72,67,41,62,62,71,69,47,RB
183,94,1,2,53.0,29.0,51.0,55.0,67.0,82.0,40,65,28,35,58,56,55,74,77,38,CB
180,76,1,3,65.0,70.0,44.0,67.0,25.0,60.0,35,75,55,48,31,55,66,72,31,70,ST
177,73,1,2,47.0,57.0,63.0,63.0,66.0,70.0,52,49,42,64,72,53,78,31,77,64,CDM
170,70,1,3,88.0,63.0,60.0,68.0,49.0,63.0,66,45,70,37,62,77,81,60,57,43,RM
185,65,0,3,82.0,63.0,63.0,72.0,39.0,58.0,67,50,59,41,54,77,68,62,36,54,RW
184,85,1,2,60.0,45.0,55.0,53.0,71.0,76.0,49,72,45,39,60,60,65,63,68,48,CB
174,66,0,3,78.0,64.0,67.0,72.0,59.0,73.0,63,52,68,66,64,81,82,71,65,60,CM
185,82,1,3,69.0,69.0,63.0,67.0,64.0,81.0,55,69,54,46,66,59,65,63,82,69,CDM
175,74,0,3,77.0,64.0,65.0,70.0,31.0,63.0,60,36,64,61,64,80,74,65,50,62,CAM
176,75,0,3,72.0,66.0,68.0,71.0,35.0,66.0,60,37,71,71,68,75,72,61,36,63,CAM
172,70,0,3,69.0,57.0,66.0,73.0,63.0,69.0,58,39,65,49,69,88,89,75,76,50,CM
178,73,1,3,72.0,67.0,67.0,70.0,37.0,67.0,68,58,64,36,66,76,73,72,45,67,CAM
177,72,1,2,67.0,46.0,67.0,65.0,61.0,67.0,67,38,47,65,68,69,71,68,76,51,CDM
174,70,1,3,70.0,43.0,56.0,68.0,66.0,73.0,39,52,39,33,57,82,67,63,82,44,CDM
181,74,1,3,69.0,56.0,67.0,69.0,67.0,70.0,63,59,60,46,68,74,80,82,57,47,CM
175,67,0,3,76.0,63.0,63.0,72.0,38.0,47.0,73,35,64,59,53,77,75,42,35,49,RW
194,85,0,2,37.0,24.0,52.0,49.0,70.0,77.0,29,68,31,25,65,32,35,72,68,28,CB
180,70,1,2,75.0,50.0,58.0,65.0,64.0,66.0,64,52,58,31,59,68,69,67,60,35,RB
178,70,1,3,73.0,60.0,65.0,70.0,38.0,64.0,70,48,65,42,65,70,68,68,55,48,LM
193,88,0,3,41.0,46.0,61.0,61.0,69.0,77.0,50,70,60,40,69,31,32,30,63,44,CB
185,79,1,2,63.0,62.0,67.0,69.0,57.0,74.0,58,31,71,61,68,73,76,56,77,51,CM
186,78,1,2,68.0,51.0,56.0,53.0,68.0,75.0,50,72,39,71,63,57,72,85,69,42,CB
180,73,1,2,54.0,39.0,59.0,61.0,67.0,74.0,44,59,31,30,67,60,64,77,70,38,CDM
185,81,1,2,70.0,28.0,52.0,63.0,69.0,76.0,27,68,33,24,65,55,63,66,67,39,CB
182,77,1,3,75.0,67.0,66.0,68.0,63.0,67.0,65,53,50,53,67,65,69,72,68,53,CM
171,61,1,3,73.0,60.0,67.0,75.0,58.0,64.0,56,53,70,62,69,92,89,79,59,50,CM
183,75,1,3,74.0,69.0,56.0,67.0,37.0,65.0,46,70,60,53,50,73,64,73,57,68,ST
188,70,1,2,50.0,32.0,53.0,57.0,70.0,72.0,41,68,45,26,59,56,48,77,67,31,CB
172,67,1,3,67.0,65.0,71.0,71.0,51.0,62.0,59,58,71,70,73,76,70,65,57,64,CM
179,77,1,3,67.0,64.0,68.0,64.0,59.0,73.0,52,59,61,68,70,69,74,72,69,48,CM
184,78,1,2,57.0,53.0,62.0,63.0,67.0,78.0,55,69,56,64,66,57,70,75,79,52,CDM
176,68,1,3,67.0,61.0,62.0,73.0,33.0,52.0,52,48,65,41,57,83,84,70,31,55,CAM
176,67,1,3,77.0,66.0,63.0,71.0,31.0,57.0,65,42,52,43,65,83,75,56,50,61,LM
177,72,1,3,79.0,66.0,64.0,69.0,44.0,63.0,66,62,59,54,60,78,69,69,56,52,LM
185,70,1,3,67.0,64.0,65.0,75.0,59.0,68.0,53,54,59,54,63,73,75,62,55,53,CM
164,61,1,4,79.0,61.0,64.0,75.0,26.0,48.0,52,36,64,64,62,86,90,55,40,55,LM
172,68,1,3,78.0,59.0,65.0,73.0,34.0,51.0,65,30,63,65,52,86,87,71,32,60,LM
186,77,1,3,71.0,49.0,63.0,62.0,66.0,74.0,65,64,57,54,60,66,54,69,68,51,RB
185,75,1,3,70.0,58.0,71.0,65.0,65.0,72.0,73,72,76,80,65,63,71,76,62,50,RB
178,75,0,3,75.0,57.0,69.0,67.0,64.0,66.0,73,49,77,66,65,72,72,54,66,42,LB
191,87,0,2,45.0,36.0,50.0,55.0,69.0,72.0,44,73,36,28,60,52,48,70,61,40,CB
178,73,0,3,68.0,65.0,70.0,71.0,62.0,57.0,68,48,56,71,72,66,63,35,38,66,CM
181,80,1,3,85.0,58.0,68.0,73.0,61.0,81.0,69,61,66,52,69,80,66,75,70,51,CM
182,75,1,2,60.0,50.0,63.0,64.0,69.0,70.0,66,62,68,58,53,66,64,68,68,32,RB
184,72,1,2,65.0,49.0,63.0,63.0,64.0,73.0,46,59,48,46,69,64,66,74,62,38,CDM
168,61,1,4,71.0,50.0,65.0,72.0,64.0,63.0,65,49,66,41,63,83,87,59,64,54,RB
186,84,1,3,61.0,69.0,66.0,66.0,65.0,81.0,61,72,66,75,66,62,60,66,74,63,CDM
182,77,1,2,43.0,32.0,53.0,58.0,71.0,72.0,58,61,34,27,63,54,44,81,56,47,CB
179,76,1,3,70.0,73.0,62.0,69.0,35.0,67.0,48,50,72,66,57,73,75,54,50,61,CAM
183,74,1,2,53.0,68.0,67.0,63.0,71.0,83.0,67,70,70,68,67,56,63,70,77,52,CM
171,74,1,2,64.0,42.0,62.0,64.0,66.0,63.0,70,57,41,31,55,68,61,53,64,33,RB
189,80,1,3,59.0,69.0,47.0,66.0,31.0,73.0,33,76,53,33,42,60,58,65,61,75,ST
181,80,1,2,64.0,36.0,49.0,54.0,70.0,73.0,26,70,25,31,71,51,58,68,66,44,CB
171,69,1,2,56.0,59.0,68.0,65.0,65.0,62.0,62,44,54,55,68,63,72,46,62,57,CDM
182,69,0,2,82.0,61.0,64.0,68.0,62.0,63.0,68,64,62,43,63,76,70,80,73,63,LM
183,76,1,2,52.0,41.0,47.0,49.0,69.0,76.0,36,79,29,34,55,51,44,85,76,41,CB
182,75,1,2,63.0,58.0,64.0,63.0,67.0,74.0,57,57,65,70,64,71,67,62,71,56,CDM
187,78,1,2,72.0,55.0,59.0,66.0,66.0,78.0,47,50,51,43,66,67,54,57,74,42,CDM
179,79,1,3,64.0,72.0,54.0,69.0,21.0,66.0,53,66,56,65,42,67,62,64,58,72,ST
178,76,1,2,74.0,40.0,59.0,65.0,68.0,76.0,66,70,49,33,51,70,71,80,70,43,CB
